区分,種類,対象,時間軸(年次),管区警察局,/認知・検挙件数・検挙人員,認知件数【件】,検挙件数【件】,検挙率【%】,検挙人員【人】
重要犯罪,侵入強盗,,2012年,新潟県,,5,4,80,5
重要犯罪,侵入強盗,,2012年,山梨県,,8,7,87.5,5
重要犯罪,侵入強盗,,2012年,長野県,,17,18,105.9,21
重要犯罪,侵入強盗,,2012年,静岡県,,20,17,85,16
重要犯罪,侵入強盗,,2012年,中部管区,,162,95,58.6,86
重要犯罪,侵入強盗,,2012年,富山県,,1,1,100,1
重要犯罪,侵入強盗,,2012年,石川県,,4,4,100,3
重要犯罪,侵入強盗,,2012年,福井県,,6,5,83.3,10
重要犯罪,侵入強盗,,2012年,岐阜県,,18,8,44.4,6
重要犯罪,侵入強盗,,2012年,愛知県,,116,66,56.9,55
重要犯罪,侵入強盗,,2012年,三重県,,17,11,64.7,11
重要犯罪,侵入強盗,,2012年,近畿管区,,296,212,71.6,159
重要犯罪,侵入強盗,,2012年,滋賀県,,8,7,87.5,4
重要犯罪,侵入強盗,,2012年,京都府,,34,21,61.8,24
重要犯罪,侵入強盗,,2012年,大阪府,,176,104,59.1,85
重要犯罪,侵入強盗,,2012年,兵庫県,,63,67,106.3,36
重要犯罪,侵入強盗,,2012年,奈良県,,10,8,80,6
重要犯罪,侵入強盗,,2012年,和歌山県,,5,5,100,4
重要犯罪,侵入強盗,,2012年,中国管区,,43,44,102.3,36
重要犯罪,侵入強盗,,2012年,鳥取県,,4,4,100,3
重要犯罪,侵入強盗,,2012年,島根県,,3,3,100,1
重要犯罪,侵入強盗,,2012年,岡山県,,10,12,120,13
重要犯罪,侵入強盗,,2012年,広島県,,19,19,100,13
重要犯罪,侵入強盗,,2012年,山口県,,7,6,85.7,6
重要犯罪,侵入強盗,,2012年,四国管区,,25,18,72,22
重要犯罪,侵入強盗,,2012年,徳島県,,2,2,100,2
重要犯罪,侵入強盗,,2012年,香川県,,11,9,81.8,14
重要犯罪,侵入強盗,,2012年,愛媛県,,8,5,62.5,4
重要犯罪,侵入強盗,,2012年,高知県,,4,2,50,2
重要犯罪,侵入強盗,,2012年,九州管区,,98,71,72.4,67
重要犯罪,侵入強盗,,2012年,福岡県,,65,39,60,36
重要犯罪,侵入強盗,,2012年,佐賀県,,3,2,66.7,4
重要犯罪,侵入強盗,,2012年,長崎県,,6,6,100,5
重要犯罪,侵入強盗,,2012年,熊本県,,6,8,133.3,7
重要犯罪,侵入強盗,,2012年,大分県,,2,3,150,5
重要犯罪,侵入強盗,,2012年,宮崎県,,8,7,87.5,6
重要犯罪,侵入強盗,,2012年,鹿児島県,,3,1,33.3,2
重要犯罪,侵入強盗,,2012年,沖縄県,,5,5,100,2
重要犯罪,侵入強盗,,2011年,全国,,"1,494",995,66.6,886
重要犯罪,侵入強盗,,2011年,北海道,,57,36,63.2,32
重要犯罪,侵入強盗,,2011年,札幌方面,,33,21,63.6,21
重要犯罪,侵入強盗,,2011年,函館方面,,5,9,180,7
重要犯罪,侵入強盗,,2011年,旭川方面,,9,2,22.2,2
重要犯罪,侵入強盗,,2011年,釧路方面,,8,4,50,2
重要犯罪,侵入強盗,,2011年,北見方面,,2,0,0,0
重要犯罪,侵入強盗,,2011年,東北管区,,43,36,83.7,37
重要犯罪,侵入強盗,,2011年,青森県,,10,8,80,9
重要犯罪,侵入強盗,,2011年,岩手県,,8,6,75,5
重要犯罪,侵入強盗,,2011年,宮城県,,9,8,88.9,5
重要犯罪,侵入強盗,,2011年,秋田県,,3,2,66.7,1
重要犯罪,侵入強盗,,2011年,山形県,,4,4,100,4
重要犯罪,侵入強盗,,2011年,福島県,,9,8,88.9,13
重要犯罪,侵入強盗,,2011年,東京都,,172,123,71.5,140
重要犯罪,侵入強盗,,2011年,関東管区,,506,336,66.4,247
重要犯罪,侵入強盗,,2011年,茨城県,,51,34,66.7,26
重要犯罪,侵入強盗,,2011年,栃木県,,24,15,62.5,13
重要犯罪,侵入強盗,,2011年,群馬県,,21,15,71.4,22
重要犯罪,侵入強盗,,2011年,埼玉県,,98,63,64.3,29
重要犯罪,侵入強盗,,2011年,千葉県,,89,43,48.3,41
重要犯罪,侵入強盗,,2011年,神奈川県,,162,119,73.5,82
重要犯罪,侵入強盗,,2011年,新潟県,,13,9,69.2,6
重要犯罪,侵入強盗,,2011年,山梨県,,7,5,71.4,3
重要犯罪,侵入強盗,,2011年,長野県,,15,12,80,5
重要犯罪,侵入強盗,,2011年,静岡県,,26,21,80.8,20
重要犯罪,侵入強盗,,2011年,中部管区,,227,158,69.6,129
重要犯罪,侵入強盗,,2011年,富山県,,6,8,133.3,8
重要犯罪,侵入強盗,,2011年,石川県,,5,2,40,2
重要犯罪,侵入強盗,,2011年,福井県,,5,5,100,4
重要犯罪,侵入強盗,,2011年,岐阜県,,21,17,81,15
重要犯罪,侵入強盗,,2011年,愛知県,,165,114,69.1,88
重要犯罪,侵入強盗,,2011年,三重県,,25,12,48,12
重要犯罪,侵入強盗,,2011年,近畿管区,,270,149,55.2,154
重要犯罪,侵入強盗,,2011年,滋賀県,,6,2,33.3,3
重要犯罪,侵入強盗,,2011年,京都府,,27,16,59.3,12
重要犯罪,侵入強盗,,2011年,大阪府,,153,97,63.4,89
重要犯罪,侵入強盗,,2011年,兵庫県,,63,20,31.7,29
重要犯罪,侵入強盗,,2011年,奈良県,,14,8,57.1,7
重要犯罪,侵入強盗,,2011年,和歌山県,,7,6,85.7,14
重要犯罪,侵入強盗,,2011年,中国管区,,43,28,65.1,24
重要犯罪,侵入強盗,,2011年,鳥取県,,3,3,100,2
重要犯罪,侵入強盗,,2011年,島根県,,1,1,100,1
重要犯罪,侵入強盗,,2011年,岡山県,,12,10,83.3,8
重要犯罪,侵入強盗,,2011年,広島県,,23,10,43.5,10
重要犯罪,侵入強盗,,2011年,山口県,,4,4,100,3
重要犯罪,侵入強盗,,2011年,四国管区,,21,18,85.7,17
重要犯罪,侵入強盗,,2011年,徳島県,,3,3,100,2
重要犯罪,侵入強盗,,2011年,香川県,,8,7,87.5,8
重要犯罪,侵入強盗,,2011年,愛媛県,,7,5,71.4,4
重要犯罪,侵入強盗,,2011年,高知県,,3,3,100,3
重要犯罪,侵入強盗,,2011年,九州管区,,155,111,71.6,106
重要犯罪,侵入強盗,,2011年,福岡県,,82,52,63.4,34
重要犯罪,侵入強盗,,2011年,佐賀県,,9,8,88.9,12
重要犯罪,侵入強盗,,2011年,長崎県,,1,1,100,1
重要犯罪,侵入強盗,,2011年,熊本県,,8,5,62.5,5
重要犯罪,侵入強盗,,2011年,大分県,,7,5,71.4,10
重要犯罪,侵入強盗,,2011年,宮崎県,,6,5,83.3,5
重要犯罪,侵入強盗,,2011年,鹿児島県,,16,15,93.8,13
重要犯罪,侵入強盗,,2011年,沖縄県,,26,20,76.9,26
重要犯罪,侵入強盗,,2010年,全国,,"1,685","1,094",64.9,957
重要犯罪,侵入強盗,,2010年,北海道,,86,53,61.6,42
重要犯罪,侵入強盗,,2010年,札幌方面,,51,34,66.7,29
重要犯罪,侵入強盗,,2010年,函館方面,,10,4,40,2
重要犯罪,侵入強盗,,2010年,旭川方面,,15,10,66.7,6
重要犯罪,侵入強盗,,2010年,釧路方面,,6,3,50,3
重要犯罪,侵入強盗,,2010年,北見方面,,4,2,50,2
重要犯罪,侵入強盗,,2010年,東北管区,,51,38,74.5,38
重要犯罪,侵入強盗,,2010年,青森県,,11,10,90.9,17
重要犯罪,侵入強盗,,2010年,岩手県,,6,3,50,2
重要犯罪,侵入強盗,,2010年,宮城県,,17,9,52.9,9
重要犯罪,侵入強盗,,2010年,秋田県,,4,4,100,4
重要犯罪,侵入強盗,,2010年,山形県,,1,0,0,0
重要犯罪,侵入強盗,,2010年,福島県,,12,12,100,6
重要犯罪,侵入強盗,,2010年,東京都,,189,126,66.7,128
重要犯罪,侵入強盗,,2010年,関東管区,,558,371,66.5,282
重要犯罪,侵入強盗,,2010年,茨城県,,51,28,54.9,28
重要犯罪,侵入強盗,,2010年,栃木県,,24,19,79.2,17
重要犯罪,侵入強盗,,2010年,群馬県,,35,28,80,15
重要犯罪,侵入強盗,,2010年,埼玉県,,125,81,64.8,61
重要犯罪,侵入強盗,,2010年,千葉県,,98,68,69.4,43
重要犯罪,侵入強盗,,2010年,神奈川県,,163,92,56.4,64
重要犯罪,侵入強盗,,2010年,新潟県,,5,3,60,2
重要犯罪,侵入強盗,,2010年,山梨県,,16,13,81.3,12
重要犯罪,侵入強盗,,2010年,長野県,,13,13,100,10
重要犯罪,侵入強盗,,2010年,静岡県,,28,26,92.9,30
重要犯罪,侵入強盗,,2010年,中部管区,,206,119,57.8,114
重要犯罪,侵入強盗,,2010年,富山県,,3,4,133.3,4
重要犯罪,侵入強盗,,2010年,石川県,,3,3,100,3
重要犯罪,侵入強盗,,2010年,福井県,,10,6,60,8
重要犯罪,侵入強盗,,2010年,岐阜県,,19,11,57.9,8
重要犯罪,侵入強盗,,2010年,愛知県,,154,86,55.8,80
重要犯罪,侵入強盗,,2010年,三重県,,17,9,52.9,11
重要犯罪,侵入強盗,,2010年,近畿管区,,363,196,54,174
重要犯罪,侵入強盗,,2010年,滋賀県,,9,7,77.8,6
重要犯罪,侵入強盗,,2010年,京都府,,43,33,76.7,34
重要犯罪,侵入強盗,,2010年,大阪府,,212,97,45.8,89
重要犯罪,侵入強盗,,2010年,兵庫県,,77,42,54.5,36
重要犯罪,侵入強盗,,2010年,奈良県,,13,11,84.6,6
重要犯罪,侵入強盗,,2010年,和歌山県,,9,6,66.7,3
重要犯罪,侵入強盗,,2010年,中国管区,,43,31,72.1,31
重要犯罪,侵入強盗,,2010年,鳥取県,,2,1,50,1
重要犯罪,侵入強盗,,2010年,島根県,,3,3,100,3
重要犯罪,侵入強盗,,2010年,岡山県,,13,11,84.6,13
重要犯罪,侵入強盗,,2010年,広島県,,17,11,64.7,10
重要犯罪,侵入強盗,,2010年,山口県,,8,5,62.5,4
重要犯罪,侵入強盗,,2010年,四国管区,,24,23,95.8,35
重要犯罪,侵入強盗,,2010年,徳島県,,3,3,100,5
重要犯罪,侵入強盗,,2010年,香川県,,7,6,85.7,13
重要犯罪,侵入強盗,,2010年,愛媛県,,9,9,100,9
重要犯罪,侵入強盗,,2010年,高知県,,5,5,100,8
重要犯罪,侵入強盗,,2010年,九州管区,,165,137,83,113
重要犯罪,侵入強盗,,2010年,福岡県,,109,91,83.5,66
重要犯罪,侵入強盗,,2010年,佐賀県,,5,5,100,4
重要犯罪,侵入強盗,,2010年,長崎県,,9,11,122.2,9
重要犯罪,侵入強盗,,2010年,熊本県,,7,5,71.4,6
重要犯罪,侵入強盗,,2010年,大分県,,10,6,60,6
重要犯罪,侵入強盗,,2010年,宮崎県,,5,4,80,4
重要犯罪,侵入強盗,,2010年,鹿児島県,,8,9,112.5,8
重要犯罪,侵入強盗,,2010年,沖縄県,,12,6,50,10
重要犯罪,侵入強盗,,2009年,全国,,"1,896","1,220",64.3,"1,072"
重要犯罪,侵入強盗,,2009年,北海道,,60,40,66.7,46
重要犯罪,侵入強盗,,2009年,札幌方面,,45,26,57.8,27
重要犯罪,侵入強盗,,2009年,函館方面,,3,1,33.3,2
重要犯罪,侵入強盗,,2009年,旭川方面,,5,5,100,9
重要犯罪,侵入強盗,,2009年,釧路方面,,6,7,116.7,7
重要犯罪,侵入強盗,,2009年,北見方面,,1,1,100,1
重要犯罪,侵入強盗,,2009年,東北管区,,61,35,57.4,28
重要犯罪,侵入強盗,,2009年,青森県,,12,5,41.7,4
重要犯罪,侵入強盗,,2009年,岩手県,,5,4,80,3
重要犯罪,侵入強盗,,2009年,宮城県,,28,15,53.6,11
重要犯罪,侵入強盗,,2009年,秋田県,,2,2,100,2
重要犯罪,侵入強盗,,2009年,山形県,,3,2,66.7,2
重要犯罪,侵入強盗,,2009年,福島県,,11,7,63.6,6
重要犯罪,侵入強盗,,2009年,東京都,,197,129,65.5,120
重要犯罪,侵入強盗,,2009年,関東管区,,660,419,63.5,347
重要犯罪,侵入強盗,,2009年,茨城県,,77,40,51.9,43
重要犯罪,侵入強盗,,2009年,栃木県,,58,37,63.8,33
重要犯罪,侵入強盗,,2009年,群馬県,,47,34,72.3,37
重要犯罪,侵入強盗,,2009年,埼玉県,,151,102,67.5,67
重要犯罪,侵入強盗,,2009年,千葉県,,102,78,76.5,49
重要犯罪,侵入強盗,,2009年,神奈川県,,125,68,54.4,49
重要犯罪,侵入強盗,,2009年,新潟県,,10,4,40,6
重要犯罪,侵入強盗,,2009年,山梨県,,10,11,110,6
重要犯罪,侵入強盗,,2009年,長野県,,26,18,69.2,24
重要犯罪,侵入強盗,,2009年,静岡県,,54,27,50,33
重要犯罪,侵入強盗,,2009年,中部管区,,292,164,56.2,134
重要犯罪,侵入強盗,,2009年,富山県,,7,4,57.1,5
重要犯罪,侵入強盗,,2009年,石川県,,10,10,100,8
重要犯罪,侵入強盗,,2009年,福井県,,4,3,75,3
重要犯罪,侵入強盗,,2009年,岐阜県,,29,23,79.3,20
重要犯罪,侵入強盗,,2009年,愛知県,,210,104,49.5,78
重要犯罪,侵入強盗,,2009年,三重県,,32,20,62.5,20
重要犯罪,侵入強盗,,2009年,近畿管区,,365,219,60,202
重要犯罪,侵入強盗,,2009年,滋賀県,,12,12,100,16
重要犯罪,侵入強盗,,2009年,京都府,,36,15,41.7,15
重要犯罪,侵入強盗,,2009年,大阪府,,226,131,58,107
重要犯罪,侵入強盗,,2009年,兵庫県,,68,41,60.3,50
重要犯罪,侵入強盗,,2009年,奈良県,,14,8,57.1,7
重要犯罪,侵入強盗,,2009年,和歌山県,,9,12,133.3,7
重要犯罪,侵入強盗,,2009年,中国管区,,54,46,85.2,48
重要犯罪,侵入強盗,,2009年,鳥取県,,3,3,100,3
重要犯罪,侵入強盗,,2009年,島根県,,3,3,100,2
重要犯罪,侵入強盗,,2009年,岡山県,,17,14,82.4,11
重要犯罪,侵入強盗,,2009年,広島県,,20,16,80,22
重要犯罪,侵入強盗,,2009年,山口県,,11,10,90.9,10
重要犯罪,侵入強盗,,2009年,四国管区,,25,25,100,24
重要犯罪,侵入強盗,,2009年,徳島県,,4,5,125,5
重要犯罪,侵入強盗,,2009年,香川県,,6,9,150,8
重要犯罪,侵入強盗,,2009年,愛媛県,,10,7,70,7
重要犯罪,侵入強盗,,2009年,高知県,,5,4,80,4
重要犯罪,侵入強盗,,2009年,九州管区,,182,143,78.6,123
重要犯罪,侵入強盗,,2009年,福岡県,,106,69,65.1,44
重要犯罪,侵入強盗,,2009年,佐賀県,,10,11,110,10
重要犯罪,侵入強盗,,2009年,長崎県,,5,4,80,4
重要犯罪,侵入強盗,,2009年,熊本県,,10,14,140,11
重要犯罪,侵入強盗,,2009年,大分県,,8,6,75,6
重要犯罪,侵入強盗,,2009年,宮崎県,,10,8,80,9
重要犯罪,侵入強盗,,2009年,鹿児島県,,11,11,100,18
重要犯罪,侵入強盗,,2009年,沖縄県,,22,20,90.9,21
重要犯罪,侵入強盗,,2008年,全国,,"1,649","1,045",63.4,970
重要犯罪,侵入強盗,,2008年,北海道,,64,44,68.8,45
重要犯罪,侵入強盗,,2008年,札幌方面,,45,32,71.1,28
重要犯罪,侵入強盗,,2008年,函館方面,,5,2,40,6
重要犯罪,侵入強盗,,2008年,旭川方面,,5,2,40,4
重要犯罪,侵入強盗,,2008年,釧路方面,,7,7,100,6
重要犯罪,侵入強盗,,2008年,北見方面,,2,1,50,1
重要犯罪,侵入強盗,,2008年,東北管区,,51,41,80.4,43
重要犯罪,侵入強盗,,2008年,青森県,,6,4,66.7,4
重要犯罪,侵入強盗,,2008年,岩手県,,6,5,83.3,6
重要犯罪,侵入強盗,,2008年,宮城県,,22,19,86.4,15
重要犯罪,侵入強盗,,2008年,秋田県,,3,3,100,4
重要犯罪,侵入強盗,,2008年,山形県,,3,2,66.7,2
重要犯罪,侵入強盗,,2008年,福島県,,11,8,72.7,12
重要犯罪,侵入強盗,,2008年,東京都,,193,143,74.1,145
重要犯罪,侵入強盗,,2008年,関東管区,,584,339,58,314
重要犯罪,侵入強盗,,2008年,茨城県,,71,47,66.2,40
重要犯罪,侵入強盗,,2008年,栃木県,,30,15,50,11
重要犯罪,侵入強盗,,2008年,群馬県,,34,24,70.6,16
重要犯罪,侵入強盗,,2008年,埼玉県,,135,88,65.2,74
重要犯罪,侵入強盗,,2008年,千葉県,,89,32,36,40
重要犯罪,侵入強盗,,2008年,神奈川県,,128,67,52.3,53
重要犯罪,侵入強盗,,2008年,新潟県,,11,7,63.6,7
重要犯罪,侵入強盗,,2008年,山梨県,,10,5,50,17
重要犯罪,侵入強盗,,2008年,長野県,,20,16,80,19
重要犯罪,侵入強盗,,2008年,静岡県,,56,38,67.9,37
重要犯罪,侵入強盗,,2008年,中部管区,,202,128,63.4,102
重要犯罪,侵入強盗,,2008年,富山県,,3,4,133.3,8
重要犯罪,侵入強盗,,2008年,石川県,,6,2,33.3,2
重要犯罪,侵入強盗,,2008年,福井県,,3,4,133.3,6
重要犯罪,侵入強盗,,2008年,岐阜県,,39,20,51.3,17
重要犯罪,侵入強盗,,2008年,愛知県,,134,81,60.4,58
重要犯罪,侵入強盗,,2008年,三重県,,17,17,100,11
重要犯罪,侵入強盗,,2008年,近畿管区,,309,189,61.2,160
重要犯罪,侵入強盗,,2008年,滋賀県,,10,5,50,8
重要犯罪,侵入強盗,,2008年,京都府,,43,34,79.1,34
重要犯罪,侵入強盗,,2008年,大阪府,,171,100,58.5,70
重要犯罪,侵入強盗,,2008年,兵庫県,,68,35,51.5,32
重要犯罪,侵入強盗,,2008年,奈良県,,6,7,116.7,6
重要犯罪,侵入強盗,,2008年,和歌山県,,11,8,72.7,10
重要犯罪,侵入強盗,,2008年,中国管区,,59,44,74.6,52
重要犯罪,侵入強盗,,2008年,鳥取県,,3,2,66.7,2
重要犯罪,侵入強盗,,2008年,島根県,,4,3,75,7
重要犯罪,侵入強盗,,2008年,岡山県,,16,14,87.5,13
重要犯罪,侵入強盗,,2008年,広島県,,27,17,63,21
重要犯罪,侵入強盗,,2008年,山口県,,9,8,88.9,9
重要犯罪,侵入強盗,,2008年,四国管区,,25,18,72,21
重要犯罪,侵入強盗,,2008年,徳島県,,3,2,66.7,4
重要犯罪,侵入強盗,,2008年,香川県,,5,1,20,2
重要犯罪,侵入強盗,,2008年,愛媛県,,11,12,109.1,12
重要犯罪,侵入強盗,,2008年,高知県,,6,3,50,3
重要犯罪,侵入強盗,,2008年,九州管区,,162,99,61.1,88
重要犯罪,侵入強盗,,2008年,福岡県,,105,61,58.1,40
重要犯罪,侵入強盗,,2008年,佐賀県,,8,3,37.5,6
重要犯罪,侵入強盗,,2008年,長崎県,,2,3,150,4
重要犯罪,侵入強盗,,2008年,熊本県,,8,5,62.5,9
重要犯罪,侵入強盗,,2008年,大分県,,3,5,166.7,9
重要犯罪,侵入強盗,,2008年,宮崎県,,5,4,80,7
重要犯罪,侵入強盗,,2008年,鹿児島県,,9,6,66.7,5
重要犯罪,侵入強盗,,2008年,沖縄県,,22,12,54.5,8
重要犯罪,侵入強盗,,2007年,全国,,"1,700","1,140",67.1,968
重要犯罪,侵入強盗,,2007年,北海道,,79,55,69.6,48
重要犯罪,侵入強盗,,2007年,札幌方面,,54,38,70.4,34
重要犯罪,侵入強盗,,2007年,函館方面,,10,6,60,4
重要犯罪,侵入強盗,,2007年,旭川方面,,6,6,100,5
重要犯罪,侵入強盗,,2007年,釧路方面,,7,4,57.1,4
重要犯罪,侵入強盗,,2007年,北見方面,,2,1,50,1
重要犯罪,侵入強盗,,2007年,東北管区,,65,53,81.5,44
重要犯罪,侵入強盗,,2007年,青森県,,6,4,66.7,3
重要犯罪,侵入強盗,,2007年,岩手県,,4,2,50,2
重要犯罪,侵入強盗,,2007年,宮城県,,32,21,65.6,19
重要犯罪,侵入強盗,,2007年,秋田県,,2,8,400,3
重要犯罪,侵入強盗,,2007年,山形県,,5,7,140,8
重要犯罪,侵入強盗,,2007年,福島県,,16,11,68.8,9
重要犯罪,侵入強盗,,2007年,東京都,,189,128,67.7,136
重要犯罪,侵入強盗,,2007年,関東管区,,562,349,62.1,268
重要犯罪,侵入強盗,,2007年,茨城県,,64,47,73.4,23
重要犯罪,侵入強盗,,2007年,栃木県,,28,18,64.3,19
重要犯罪,侵入強盗,,2007年,群馬県,,26,15,57.7,17
重要犯罪,侵入強盗,,2007年,埼玉県,,140,94,67.1,57
重要犯罪,侵入強盗,,2007年,千葉県,,77,45,58.4,38
重要犯罪,侵入強盗,,2007年,神奈川県,,134,75,56,59
重要犯罪,侵入強盗,,2007年,新潟県,,13,8,61.5,10
重要犯罪,侵入強盗,,2007年,山梨県,,14,7,50,7
重要犯罪,侵入強盗,,2007年,長野県,,12,11,91.7,13
重要犯罪,侵入強盗,,2007年,静岡県,,54,29,53.7,25
重要犯罪,侵入強盗,,2007年,中部管区,,214,129,60.3,110
重要犯罪,侵入強盗,,2007年,富山県,,7,5,71.4,3
重要犯罪,侵入強盗,,2007年,石川県,,4,4,100,2
重要犯罪,侵入強盗,,2007年,福井県,,6,2,33.3,6
重要犯罪,侵入強盗,,2007年,岐阜県,,28,20,71.4,25
重要犯罪,侵入強盗,,2007年,愛知県,,153,89,58.2,65
重要犯罪,侵入強盗,,2007年,三重県,,16,9,56.3,9
重要犯罪,侵入強盗,,2007年,近畿管区,,359,251,69.9,208
重要犯罪,侵入強盗,,2007年,滋賀県,,16,13,81.3,14
重要犯罪,侵入強盗,,2007年,京都府,,38,33,86.8,30
重要犯罪,侵入強盗,,2007年,大阪府,,187,96,51.3,92
重要犯罪,侵入強盗,,2007年,兵庫県,,88,88,100,50
重要犯罪,侵入強盗,,2007年,奈良県,,16,12,75,13
重要犯罪,侵入強盗,,2007年,和歌山県,,14,9,64.3,9
重要犯罪,侵入強盗,,2007年,中国管区,,53,43,81.1,41
重要犯罪,侵入強盗,,2007年,鳥取県,,9,7,77.8,9
重要犯罪,侵入強盗,,2007年,島根県,,3,3,100,2
重要犯罪,侵入強盗,,2007年,岡山県,,14,11,78.6,8
重要犯罪,侵入強盗,,2007年,広島県,,22,17,77.3,18
重要犯罪,侵入強盗,,2007年,山口県,,5,5,100,4
重要犯罪,侵入強盗,,2007年,四国管区,,30,28,93.3,20
重要犯罪,侵入強盗,,2007年,徳島県,,7,6,85.7,7
重要犯罪,侵入強盗,,2007年,香川県,,3,3,100,2
重要犯罪,侵入強盗,,2007年,愛媛県,,14,10,71.4,8
重要犯罪,侵入強盗,,2007年,高知県,,6,9,150,3
重要犯罪,侵入強盗,,2007年,九州管区,,149,104,69.8,93
重要犯罪,侵入強盗,,2007年,福岡県,,86,53,61.6,46
重要犯罪,侵入強盗,,2007年,佐賀県,,8,5,62.5,4
重要犯罪,侵入強盗,,2007年,長崎県,,7,5,71.4,4
重要犯罪,侵入強盗,,2007年,熊本県,,15,14,93.3,14
重要犯罪,侵入強盗,,2007年,大分県,,6,3,50,2
重要犯罪,侵入強盗,,2007年,宮崎県,,6,5,83.3,4
重要犯罪,侵入強盗,,2007年,鹿児島県,,8,6,75,6
重要犯罪,侵入強盗,,2007年,沖縄県,,13,13,100,13
重要犯罪,侵入強盗,,2006年,全国,,"1,896","1,201",63.3,"1,107"
重要犯罪,侵入強盗,,2006年,北海道,,117,56,47.9,47
重要犯罪,侵入強盗,,2006年,札幌方面,,94,44,46.8,34
